"n","ndvi","X1","X2","X3","X4","X5","X6","dt","id","date","date.round","state","t.ar","rain"
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 21:54:00,2015-07-04 22:00:00,"Burrow",18.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 21:59:00,2015-07-04 22:00:00,"Burrow",18.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 22:04:00,2015-07-04 22:00:00,"Burrow",18.1,0
1,0.374030810353129,0,0,1,0,0,0,240,"tm13",2015-07-04 22:08:00,2015-07-04 22:00:00,"Burrow",18.1,0
1,0.374030810353129,0,0,1,0,0,0,420,"tm13",2015-07-04 22:15:00,2015-07-04 22:00:00,"Burrow",18.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 22:20:00,2015-07-04 22:00:00,"Burrow",18.1,0
1,0.374030810353129,0,0,1,0,0,0,360,"tm13",2015-07-04 22:26:00,2015-07-04 22:00:00,"Burrow",18.1,0
1,0.374030810353129,0,0,1,0,0,0,180,"tm13",2015-07-04 22:29:00,2015-07-04 22:00:00,"Burrow",18.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 22:34:00,2015-07-04 23:00:00,"Burrow",17.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 22:39:00,2015-07-04 23:00:00,"Burrow",17.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 22:44:00,2015-07-04 23:00:00,"Burrow",17.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 22:49:00,2015-07-04 23:00:00,"Burrow",17.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 22:54:00,2015-07-04 23:00:00,"Burrow",17.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 22:59:00,2015-07-04 23:00:00,"Burrow",17.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 23:04:00,2015-07-04 23:00:00,"Burrow",17.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 23:09:00,2015-07-04 23:00:00,"Burrow",17.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 23:14:00,2015-07-04 23:00:00,"Burrow",17.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 23:19:00,2015-07-04 23:00:00,"Burrow",17.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 23:24:00,2015-07-04 23:00:00,"Burrow",17.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 23:29:00,2015-07-04 23:00:00,"Burrow",17.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 23:34:00,2015-07-05 00:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 23:39:00,2015-07-05 00:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 23:44:00,2015-07-05 00:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 23:49:00,2015-07-05 00:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 23:54:00,2015-07-05 00:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-04 23:59:00,2015-07-05 00:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 00:04:00,2015-07-05 00:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 00:09:00,2015-07-05 00:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,900,"tm13",2015-07-05 00:24:00,2015-07-05 00:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,960,"tm13",2015-07-05 00:40:00,2015-07-05 01:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 00:45:00,2015-07-05 01:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,240,"tm13",2015-07-05 00:49:00,2015-07-05 01:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,360,"tm13",2015-07-05 00:55:00,2015-07-05 01:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,420,"tm13",2015-07-05 01:02:00,2015-07-05 01:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 01:07:00,2015-07-05 01:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 01:12:00,2015-07-05 01:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 01:17:00,2015-07-05 01:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 01:22:00,2015-07-05 01:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 01:27:00,2015-07-05 01:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 01:32:00,2015-07-05 02:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,900,"tm13",2015-07-05 01:47:00,2015-07-05 02:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 01:52:00,2015-07-05 02:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 01:57:00,2015-07-05 02:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 02:02:00,2015-07-05 02:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 02:07:00,2015-07-05 02:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 02:12:00,2015-07-05 02:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 02:17:00,2015-07-05 02:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 02:22:00,2015-07-05 02:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 02:27:00,2015-07-05 02:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 02:32:00,2015-07-05 03:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 02:37:00,2015-07-05 03:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 02:42:00,2015-07-05 03:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 02:47:00,2015-07-05 03:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 02:52:00,2015-07-05 03:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,240,"tm13",2015-07-05 02:56:00,2015-07-05 03:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,420,"tm13",2015-07-05 03:03:00,2015-07-05 03:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 03:08:00,2015-07-05 03:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 03:13:00,2015-07-05 03:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 03:18:00,2015-07-05 03:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 03:23:00,2015-07-05 03:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 03:28:00,2015-07-05 03:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 03:33:00,2015-07-05 04:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 03:38:00,2015-07-05 04:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 03:43:00,2015-07-05 04:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 03:48:00,2015-07-05 04:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 03:53:00,2015-07-05 04:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 03:58:00,2015-07-05 04:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 04:03:00,2015-07-05 04:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 04:08:00,2015-07-05 04:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 04:13:00,2015-07-05 04:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,900,"tm13",2015-07-05 04:28:00,2015-07-05 04:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,240,"tm13",2015-07-05 04:32:00,2015-07-05 05:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,1080,"tm13",2015-07-05 04:50:00,2015-07-05 05:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,180,"tm13",2015-07-05 04:53:00,2015-07-05 05:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 04:58:00,2015-07-05 05:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 05:03:00,2015-07-05 05:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 05:08:00,2015-07-05 05:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 05:13:00,2015-07-05 05:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 05:18:00,2015-07-05 05:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 05:23:00,2015-07-05 05:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 05:28:00,2015-07-05 05:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 05:33:00,2015-07-05 06:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 05:38:00,2015-07-05 06:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 05:43:00,2015-07-05 06:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 05:48:00,2015-07-05 06:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 05:53:00,2015-07-05 06:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 05:58:00,2015-07-05 06:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 06:03:00,2015-07-05 06:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 06:08:00,2015-07-05 06:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 06:13:00,2015-07-05 06:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 06:18:00,2015-07-05 06:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 06:23:00,2015-07-05 06:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 06:28:00,2015-07-05 06:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 06:33:00,2015-07-05 07:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 06:38:00,2015-07-05 07:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 06:43:00,2015-07-05 07:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 06:48:00,2015-07-05 07:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,240,"tm13",2015-07-05 06:52:00,2015-07-05 07:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,420,"tm13",2015-07-05 06:59:00,2015-07-05 07:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 07:04:00,2015-07-05 07:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 07:09:00,2015-07-05 07:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,1260,"tm13",2015-07-05 07:30:00,2015-07-05 08:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,780,"tm13",2015-07-05 07:43:00,2015-07-05 08:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,2520,"tm13",2015-07-05 08:25:00,2015-07-05 08:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,360,"tm13",2015-07-05 08:31:00,2015-07-05 09:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,180,"tm13",2015-07-05 08:34:00,2015-07-05 09:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 08:39:00,2015-07-05 09:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 08:44:00,2015-07-05 09:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 08:49:00,2015-07-05 09:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 08:54:00,2015-07-05 09:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 08:59:00,2015-07-05 09:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 09:04:00,2015-07-05 09:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 09:09:00,2015-07-05 09:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 09:14:00,2015-07-05 09:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 09:19:00,2015-07-05 09:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,900,"tm13",2015-07-05 09:34:00,2015-07-05 10:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 09:39:00,2015-07-05 10:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 09:44:00,2015-07-05 10:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 09:49:00,2015-07-05 10:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 09:54:00,2015-07-05 10:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 09:59:00,2015-07-05 10:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 10:04:00,2015-07-05 10:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 10:09:00,2015-07-05 10:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 10:14:00,2015-07-05 10:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 10:19:00,2015-07-05 10:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 10:24:00,2015-07-05 10:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 10:29:00,2015-07-05 10:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 10:34:00,2015-07-05 11:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 10:39:00,2015-07-05 11:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 10:44:00,2015-07-05 11:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 10:49:00,2015-07-05 11:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 10:54:00,2015-07-05 11:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 10:59:00,2015-07-05 11:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,240,"tm13",2015-07-05 11:03:00,2015-07-05 11:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,420,"tm13",2015-07-05 11:10:00,2015-07-05 11:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,900,"tm13",2015-07-05 11:25:00,2015-07-05 11:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 11:30:00,2015-07-05 12:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 11:35:00,2015-07-05 12:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 11:40:00,2015-07-05 12:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 11:45:00,2015-07-05 12:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 11:50:00,2015-07-05 12:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 11:55:00,2015-07-05 12:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 12:00:00,2015-07-05 12:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 12:05:00,2015-07-05 12:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 12:10:00,2015-07-05 12:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 12:15:00,2015-07-05 12:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 12:20:00,2015-07-05 12:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 12:25:00,2015-07-05 12:00:00,"Burrow",NA,NA
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 12:30:00,2015-07-05 13:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 12:35:00,2015-07-05 13:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 12:40:00,2015-07-05 13:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,240,"tm13",2015-07-05 12:44:00,2015-07-05 13:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,420,"tm13",2015-07-05 12:51:00,2015-07-05 13:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,360,"tm13",2015-07-05 12:57:00,2015-07-05 13:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,180,"tm13",2015-07-05 13:00:00,2015-07-05 13:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 13:05:00,2015-07-05 13:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 13:10:00,2015-07-05 13:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 13:15:00,2015-07-05 13:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 13:20:00,2015-07-05 13:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 13:25:00,2015-07-05 13:00:00,"Burrow",16.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 13:30:00,2015-07-05 14:00:00,"Burrow",16.4,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 13:35:00,2015-07-05 14:00:00,"Burrow",16.4,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 13:40:00,2015-07-05 14:00:00,"Burrow",16.4,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 13:45:00,2015-07-05 14:00:00,"Burrow",16.4,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 13:50:00,2015-07-05 14:00:00,"Burrow",16.4,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 13:55:00,2015-07-05 14:00:00,"Burrow",16.4,0
1,0.374030810353129,0,0,1,0,0,0,360,"tm13",2015-07-05 14:01:00,2015-07-05 14:00:00,"Burrow",16.4,0
1,0.374030810353129,0,0,1,0,0,0,1380,"tm13",2015-07-05 14:24:00,2015-07-05 14:00:00,"Burrow",16.4,0
1,0.374030810353129,0,0,1,0,0,0,1800,"tm13",2015-07-05 14:54:00,2015-07-05 15:00:00,"Burrow",17.3,0
1,0.374030810353129,0,0,1,0,0,0,900,"tm13",2015-07-05 15:09:00,2015-07-05 15:00:00,"Burrow",17.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 15:14:00,2015-07-05 15:00:00,"Burrow",17.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 15:19:00,2015-07-05 15:00:00,"Burrow",17.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 15:24:00,2015-07-05 15:00:00,"Burrow",17.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 15:29:00,2015-07-05 15:00:00,"Burrow",17.3,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 15:34:00,2015-07-05 16:00:00,"Burrow",19.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 15:39:00,2015-07-05 16:00:00,"Burrow",19.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 15:44:00,2015-07-05 16:00:00,"Burrow",19.1,0
1,0.374030810353129,0,0,1,0,0,0,840,"tm13",2015-07-05 15:58:00,2015-07-05 16:00:00,"Burrow",19.1,0
1,0.374030810353129,0,0,1,0,0,0,420,"tm13",2015-07-05 16:05:00,2015-07-05 16:00:00,"Burrow",19.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 16:10:00,2015-07-05 16:00:00,"Burrow",19.1,0
1,0.374030810353129,0,0,1,0,0,0,900,"tm13",2015-07-05 16:25:00,2015-07-05 16:00:00,"Burrow",19.1,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 16:30:00,2015-07-05 17:00:00,"Burrow",20.4,0
1,0.374030810353129,0,0,1,0,0,0,2040,"tm13",2015-07-05 17:04:00,2015-07-05 17:00:00,"Burrow",20.4,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 17:09:00,2015-07-05 17:00:00,"Burrow",20.4,0
1,0.374030810353129,0,0,1,0,0,0,300,"tm13",2015-07-05 17:14:00,2015-07-05 17:00:00,"Burrow",20.4,0
