"n","X1","X3","X4","X5","X7","dt","id","date","date.round","state","t.ar","rain"
31,0,0,0,1,0,300,"tm4",2014-11-27 17:13:00,2014-11-27 17:00:00,"Foraging",31.3,0
28,0,0,0,1,0,300,"tm4",2014-11-27 17:18:00,2014-11-27 17:00:00,"Foraging",31.3,0
24,0,0,0,1,0,300,"tm4",2014-11-27 17:23:00,2014-11-27 17:00:00,"Foraging",31.3,0
41,0,0,0,1,0,300,"tm4",2014-11-27 17:28:00,2014-11-27 17:00:00,"Foraging",31.3,0
46,0,0,0,1,0,360,"tm4",2014-11-27 17:34:00,2014-11-27 18:00:00,"Foraging",32.1,0
60,0,0,0,1,0,180,"tm4",2014-11-27 17:37:00,2014-11-27 18:00:00,"Foraging",32.1,0
1,0,0,0,1,0,300,"tm4",2014-11-27 17:42:00,2014-11-27 18:00:00,"Burrow",32.1,0
3,0,0,0,1,0,300,"tm4",2014-11-27 17:47:00,2014-11-27 18:00:00,"Burrow",32.1,0
2,0,0,0,1,0,300,"tm4",2014-11-27 17:52:00,2014-11-27 18:00:00,"Burrow",32.1,0
2,0,0,0,1,0,56880,"tm4",2014-11-28 09:40:00,2014-11-28 10:00:00,"Burrow",25.6,0
2,0,0,0,1,0,300,"tm4",2014-11-28 09:45:00,2014-11-28 10:00:00,"Burrow",25.6,0
2,0,0,0,1,0,300,"tm4",2014-11-28 09:50:00,2014-11-28 10:00:00,"Burrow",25.6,0
146,0,0,0,1,0,300,"tm4",2014-11-28 09:55:00,2014-11-28 10:00:00,"Transit",25.6,0
67,0,0,0,1,0,1560,"tm4",2014-11-28 10:21:00,2014-11-28 10:00:00,"Transit",25.6,0
8,0,0,0,1,0,780,"tm4",2014-11-28 10:34:00,2014-11-28 11:00:00,"Foraging",27.2,0
22,0,0,0,1,0,300,"tm4",2014-11-28 10:39:00,2014-11-28 11:00:00,"Foraging",27.2,0
20,0,0,0,1,0,300,"tm4",2014-11-28 10:44:00,2014-11-28 11:00:00,"Foraging",27.2,0
16,0,0,0,1,0,300,"tm4",2014-11-28 10:49:00,2014-11-28 11:00:00,"Foraging",27.2,0
14,0,0,0,1,0,300,"tm4",2014-11-28 10:54:00,2014-11-28 11:00:00,"Foraging",27.2,0
220,0,0.686363636363636,0,0.313636363636364,0,240,"tm4",2014-11-28 10:58:00,2014-11-28 11:00:00,"Transit",27.2,0
21,0,1,0,0,0,5400,"tm4",2014-11-28 12:28:00,2014-11-28 12:00:00,"Foraging",28.8,0
17,0,1,0,0,0,300,"tm4",2014-11-28 12:33:00,2014-11-28 13:00:00,"Foraging",29.5,0
22,0,1,0,0,0,300,"tm4",2014-11-28 12:38:00,2014-11-28 13:00:00,"Foraging",29.5,0
26,0,1,0,0,0,300,"tm4",2014-11-28 12:43:00,2014-11-28 13:00:00,"Foraging",29.5,0
32,0,1,0,0,0,300,"tm4",2014-11-28 12:48:00,2014-11-28 13:00:00,"Foraging",29.5,0
16,0,1,0,0,0,300,"tm4",2014-11-28 12:53:00,2014-11-28 13:00:00,"Foraging",29.5,0
10,0,1,0,0,0,300,"tm4",2014-11-28 12:58:00,2014-11-28 13:00:00,"Foraging",29.5,0
68,0,1,0,0,0,300,"tm4",2014-11-28 13:03:00,2014-11-28 13:00:00,"Foraging",29.5,0
75,0,0.413333333333333,0,0.586666666666667,0,2520,"tm4",2014-11-28 13:45:00,2014-11-28 14:00:00,"Foraging",30.8,0
45,0,0,0,1,0,2520,"tm4",2014-11-28 14:27:00,2014-11-28 14:00:00,"Foraging",30.8,0
34,0,0,0,1,0,360,"tm4",2014-11-28 14:33:00,2014-11-28 15:00:00,"Foraging",31.8,0
18,0,0,0,1,0,180,"tm4",2014-11-28 14:36:00,2014-11-28 15:00:00,"Foraging",31.8,0
9,0,0,0,1,0,300,"tm4",2014-11-28 14:41:00,2014-11-28 15:00:00,"Foraging",31.8,0
17,0,0,0,1,0,300,"tm4",2014-11-28 14:46:00,2014-11-28 15:00:00,"Foraging",31.8,0
22,0,0,0,1,0,300,"tm4",2014-11-28 14:51:00,2014-11-28 15:00:00,"Foraging",31.8,0
31,0,0,0,1,0,300,"tm4",2014-11-28 14:56:00,2014-11-28 15:00:00,"Foraging",31.8,0
77,0,0.116883116883117,0,0.883116883116883,0,300,"tm4",2014-11-28 15:01:00,2014-11-28 15:00:00,"Foraging",31.8,0
2,0,0,0,1,0,900,"tm4",2014-11-28 15:16:00,2014-11-28 15:00:00,"Foraging",31.8,0
7,0,0,0,1,0,240,"tm4",2014-11-28 15:20:00,2014-11-28 15:00:00,"Foraging",31.8,0
12,0,0.5,0,0.5,0,900,"tm4",2014-11-28 15:35:00,2014-11-28 16:00:00,"Foraging",30.8,0
16,0,0.5625,0,0.4375,0,300,"tm4",2014-11-28 15:40:00,2014-11-28 16:00:00,"Foraging",30.8,0
21,0,0.714285714285714,0,0.285714285714286,0,300,"tm4",2014-11-28 15:45:00,2014-11-28 16:00:00,"Foraging",30.8,0
49,0,0.204081632653061,0,0.795918367346939,0,300,"tm4",2014-11-28 15:50:00,2014-11-28 16:00:00,"Foraging",30.8,0
44,0,0,0,1,0,1140,"tm4",2014-11-28 16:09:00,2014-11-28 16:00:00,"Foraging",30.8,0
43,0,0,0,1,0,300,"tm4",2014-11-28 16:14:00,2014-11-28 16:00:00,"Foraging",30.8,0
50,0,0,0,1,0,300,"tm4",2014-11-28 16:19:00,2014-11-28 16:00:00,"Foraging",30.8,0
10,0,0,0,1,0,300,"tm4",2014-11-28 16:24:00,2014-11-28 16:00:00,"Foraging",30.8,0
26,0,0,0,1,0,300,"tm4",2014-11-28 16:29:00,2014-11-28 16:00:00,"Foraging",30.8,0
6,0,0,0,1,0,360,"tm4",2014-11-28 16:35:00,2014-11-28 17:00:00,"Foraging",32.1,0
42,0,0,0,1,0,180,"tm4",2014-11-28 16:38:00,2014-11-28 17:00:00,"Foraging",32.1,0
50,0,0,0,1,0,240,"tm4",2014-11-28 16:42:00,2014-11-28 17:00:00,"Transit",32.1,0
134,0,0,0,1,0,420,"tm4",2014-11-28 16:49:00,2014-11-28 17:00:00,"Transit",32.1,0
22,0,0,0,1,0,3000,"tm4",2014-11-28 17:39:00,2014-11-28 18:00:00,"Foraging",23,16.2
13,0,0,0,1,0,900,"tm4",2014-11-28 17:54:00,2014-11-28 18:00:00,"Foraging",23,16.2
30,0,0,0,1,0,300,"tm4",2014-11-28 17:59:00,2014-11-28 18:00:00,"Foraging",23,16.2
8,0,0,0,1,0,240,"tm4",2014-11-28 18:03:00,2014-11-28 18:00:00,"Foraging",23,16.2
11,0,0,0,1,0,420,"tm4",2014-11-28 18:10:00,2014-11-28 18:00:00,"Foraging",23,16.2
17,0,0,0,1,0,300,"tm4",2014-11-28 18:15:00,2014-11-28 18:00:00,"Foraging",23,16.2
68,0,0,0,1,0,300,"tm4",2014-11-28 18:20:00,2014-11-28 18:00:00,"Foraging",23,16.2
25,0,0,0,1,0,840,"tm4",2014-11-28 18:34:00,2014-11-28 19:00:00,"Foraging",23.5,14.2
44,0,0.0909090909090909,0,0.909090909090909,0,300,"tm4",2014-11-28 18:39:00,2014-11-28 19:00:00,"Foraging",23.5,14.2
33,0,0.454545454545455,0,0.545454545454545,0,300,"tm4",2014-11-28 18:44:00,2014-11-28 19:00:00,"Foraging",23.5,14.2
37,0,0,0,1,0,300,"tm4",2014-11-28 18:49:00,2014-11-28 19:00:00,"Foraging",23.5,14.2
77,0,0,0,1,0,360,"tm4",2014-11-28 18:55:00,2014-11-28 19:00:00,"Foraging",23.5,14.2
21,0,0,0,1,0,180,"tm4",2014-11-28 18:58:00,2014-11-28 19:00:00,"Foraging",23.5,14.2
10,0,0,0,1,0,300,"tm4",2014-11-28 19:03:00,2014-11-28 19:00:00,"Foraging",23.5,14.2
29,0,0,0,1,0,300,"tm4",2014-11-28 19:08:00,2014-11-28 19:00:00,"Foraging",23.5,14.2
42,0,0,0,1,0,360,"tm4",2014-11-28 19:14:00,2014-11-28 19:00:00,"Foraging",23.5,14.2
20,0,0,0,1,0,180,"tm4",2014-11-28 19:17:00,2014-11-28 19:00:00,"Foraging",23.5,14.2
7,0,0,0,1,0,300,"tm4",2014-11-28 19:22:00,2014-11-28 19:00:00,"Foraging",23.5,14.2
63,0,0,0,1,0,300,"tm4",2014-11-28 19:27:00,2014-11-28 19:00:00,"Foraging",23.5,14.2
7,0,0,0,1,0,840,"tm4",2014-11-28 19:41:00,2014-11-28 20:00:00,"Foraging",24.3,0.4
17,0,0,0,1,0,300,"tm4",2014-11-28 19:46:00,2014-11-28 20:00:00,"Foraging",24.3,0.4
45,0,0,0,1,0,300,"tm4",2014-11-28 19:51:00,2014-11-28 20:00:00,"Foraging",24.3,0.4
1,0,0,0,1,0,300,"tm4",2014-11-28 19:56:00,2014-11-28 20:00:00,"Burrow",24.3,0.4
1,0,0,0,1,0,240,"tm4",2014-11-28 20:00:00,2014-11-28 20:00:00,"Burrow",24.3,0.4
41,0,0,0,1,0,50700,"tm4",2014-11-29 10:05:00,2014-11-29 10:00:00,"Foraging",24.5,0
16,0,0,0,1,0,1860,"tm4",2014-11-29 10:36:00,2014-11-29 11:00:00,"Foraging",25.5,0
14,0,0,0,1,0,300,"tm4",2014-11-29 10:41:00,2014-11-29 11:00:00,"Foraging",25.5,0
10,0,0,0,1,0,300,"tm4",2014-11-29 10:46:00,2014-11-29 11:00:00,"Foraging",25.5,0
28,0,0,0,1,0,900,"tm4",2014-11-29 11:01:00,2014-11-29 11:00:00,"Foraging",25.5,0
22,0,0,0,1,0,300,"tm4",2014-11-29 11:06:00,2014-11-29 11:00:00,"Foraging",25.5,0
46,0,0,0,1,0,300,"tm4",2014-11-29 11:11:00,2014-11-29 11:00:00,"Foraging",25.5,0
32,0,0,0,1,0,300,"tm4",2014-11-29 11:16:00,2014-11-29 11:00:00,"Foraging",25.5,0
17,0,0,0,1,0,300,"tm4",2014-11-29 11:21:00,2014-11-29 11:00:00,"Foraging",25.5,0
17,0,0,0,1,0,300,"tm4",2014-11-29 11:26:00,2014-11-29 11:00:00,"Foraging",25.5,0
11,0,0,0,1,0,300,"tm4",2014-11-29 11:31:00,2014-11-29 12:00:00,"Foraging",26.1,0
10,0,0,0,1,0,360,"tm4",2014-11-29 11:37:00,2014-11-29 12:00:00,"Foraging",26.1,0
18,0,0,0,1,0,120,"tm4",2014-11-29 11:39:00,2014-11-29 12:00:00,"Foraging",26.1,0
7,0,0,0,1,0,420,"tm4",2014-11-29 11:46:00,2014-11-29 12:00:00,"Foraging",26.1,0
27,0,0,0,1,0,300,"tm4",2014-11-29 11:51:00,2014-11-29 12:00:00,"Foraging",26.1,0
37,0,0,0,1,0,840,"tm4",2014-11-29 12:05:00,2014-11-29 12:00:00,"Foraging",26.1,0
20,0,0,0,1,0,300,"tm4",2014-11-29 12:10:00,2014-11-29 12:00:00,"Foraging",26.1,0
22,0,0,0,1,0,300,"tm4",2014-11-29 12:15:00,2014-11-29 12:00:00,"Foraging",26.1,0
28,0,0.392857142857143,0,0.607142857142857,0,300,"tm4",2014-11-29 12:20:00,2014-11-29 12:00:00,"Foraging",26.1,0
17,0,0.647058823529412,0,0.352941176470588,0,300,"tm4",2014-11-29 12:25:00,2014-11-29 12:00:00,"Foraging",26.1,0
18,0,0.555555555555556,0,0.444444444444444,0,300,"tm4",2014-11-29 12:30:00,2014-11-29 13:00:00,"Foraging",27.5,0
10,0,1,0,0,0,300,"tm4",2014-11-29 12:35:00,2014-11-29 13:00:00,"Foraging",27.5,0
13,0,1,0,0,0,300,"tm4",2014-11-29 12:40:00,2014-11-29 13:00:00,"Foraging",27.5,0
9,0,1,0,0,0,300,"tm4",2014-11-29 12:45:00,2014-11-29 13:00:00,"Foraging",27.5,0
11,0,0.545454545454545,0,0.454545454545455,0,360,"tm4",2014-11-29 12:51:00,2014-11-29 13:00:00,"Foraging",27.5,0
32,0,0,0,1,0,180,"tm4",2014-11-29 12:54:00,2014-11-29 13:00:00,"Foraging",27.5,0
11,0,0,0,1,0,300,"tm4",2014-11-29 12:59:00,2014-11-29 13:00:00,"Foraging",27.5,0
30,0,0,0,1,0,300,"tm4",2014-11-29 13:04:00,2014-11-29 13:00:00,"Foraging",27.5,0
25,0,0,0,1,0,300,"tm4",2014-11-29 13:09:00,2014-11-29 13:00:00,"Foraging",27.5,0
22,0,0,0,1,0,300,"tm4",2014-11-29 13:14:00,2014-11-29 13:00:00,"Foraging",27.5,0
20,0,0,0,1,0,300,"tm4",2014-11-29 13:19:00,2014-11-29 13:00:00,"Foraging",27.5,0
19,0,0,0,1,0,300,"tm4",2014-11-29 13:24:00,2014-11-29 13:00:00,"Foraging",27.5,0
36,0,0,0,1,0,360,"tm4",2014-11-29 13:30:00,2014-11-29 14:00:00,"Foraging",27.9,0
54,0,0.296296296296296,0,0.703703703703704,0,180,"tm4",2014-11-29 13:33:00,2014-11-29 14:00:00,"Foraging",27.9,0
14,0,1,0,0,0,300,"tm4",2014-11-29 13:38:00,2014-11-29 14:00:00,"Foraging",27.9,0
20,0,0.4,0,0.6,0,300,"tm4",2014-11-29 13:43:00,2014-11-29 14:00:00,"Foraging",27.9,0
18,0,0.555555555555556,0,0.444444444444444,0,300,"tm4",2014-11-29 13:48:00,2014-11-29 14:00:00,"Foraging",27.9,0
23,0,0.521739130434783,0,0.478260869565217,0,300,"tm4",2014-11-29 13:53:00,2014-11-29 14:00:00,"Foraging",27.9,0
11,0,0,0,1,0,240,"tm4",2014-11-29 13:57:00,2014-11-29 14:00:00,"Foraging",27.9,0
39,0,0,0,1,0,840,"tm4",2014-11-29 14:11:00,2014-11-29 14:00:00,"Foraging",27.9,0
47,0,0,0,1,0,360,"tm4",2014-11-29 14:17:00,2014-11-29 14:00:00,"Foraging",27.9,0
54,0,0,0,1,0,180,"tm4",2014-11-29 14:20:00,2014-11-29 14:00:00,"Foraging",27.9,0
6,0,0,0,1,0,300,"tm4",2014-11-29 14:25:00,2014-11-29 14:00:00,"Foraging",27.9,0
22,0,0,0,1,0,300,"tm4",2014-11-29 14:30:00,2014-11-29 15:00:00,"Foraging",29,0
19,0,0,0,1,0,300,"tm4",2014-11-29 14:35:00,2014-11-29 15:00:00,"Foraging",29,0
9,0,0,0,1,0,300,"tm4",2014-11-29 14:40:00,2014-11-29 15:00:00,"Foraging",29,0
36,0,0,0,1,0,300,"tm4",2014-11-29 14:45:00,2014-11-29 15:00:00,"Foraging",29,0
64,0,0,0,1,0,300,"tm4",2014-11-29 14:50:00,2014-11-29 15:00:00,"Foraging",29,0
5,0,0,0,1,0,300,"tm4",2014-11-29 14:55:00,2014-11-29 15:00:00,"Foraging",29,0
21,0,0,0,1,0,300,"tm4",2014-11-29 15:00:00,2014-11-29 15:00:00,"Foraging",29,0
46,0,0,0,1,0,300,"tm4",2014-11-29 15:05:00,2014-11-29 15:00:00,"Foraging",29,0
15,0,0,0,1,0,300,"tm4",2014-11-29 15:10:00,2014-11-29 15:00:00,"Foraging",29,0
32,0,0,0,1,0,240,"tm4",2014-11-29 15:14:00,2014-11-29 15:00:00,"Foraging",29,0
30,0,0,0,1,0,900,"tm4",2014-11-29 15:29:00,2014-11-29 15:00:00,"Foraging",29,0
20,0,0,0,1,0,300,"tm4",2014-11-29 15:34:00,2014-11-29 16:00:00,"Foraging",30.8,0.4
33,0,0,0,1,0,300,"tm4",2014-11-29 15:39:00,2014-11-29 16:00:00,"Foraging",30.8,0.4
35,0,0,0,1,0,300,"tm4",2014-11-29 15:44:00,2014-11-29 16:00:00,"Foraging",30.8,0.4
7,0,0,0,1,0,360,"tm4",2014-11-29 15:50:00,2014-11-29 16:00:00,"Foraging",30.8,0.4
56,0,0,0,1,0,180,"tm4",2014-11-29 15:53:00,2014-11-29 16:00:00,"Foraging",30.8,0.4
28,0,0,0,1,0,300,"tm4",2014-11-29 15:58:00,2014-11-29 16:00:00,"Foraging",30.8,0.4
38,0,0,0,1,0,300,"tm4",2014-11-29 16:03:00,2014-11-29 16:00:00,"Foraging",30.8,0.4
21,0,0,0,1,0,300,"tm4",2014-11-29 16:08:00,2014-11-29 16:00:00,"Foraging",30.8,0.4
23,0,0,0,1,0,300,"tm4",2014-11-29 16:13:00,2014-11-29 16:00:00,"Foraging",30.8,0.4
96,0,0,0,1,0,300,"tm4",2014-11-29 16:18:00,2014-11-29 16:00:00,"Transit",30.8,0.4
11,0,0,0,1,0,300,"tm4",2014-11-29 16:23:00,2014-11-29 16:00:00,"Foraging",30.8,0.4
20,0,0,0,1,0,300,"tm4",2014-11-29 16:28:00,2014-11-29 16:00:00,"Foraging",30.8,0.4
69,0,0,0,1,0,360,"tm4",2014-11-29 16:34:00,2014-11-29 17:00:00,"Foraging",31.8,0
8,0,0,0,1,0,180,"tm4",2014-11-29 16:37:00,2014-11-29 17:00:00,"Foraging",31.8,0
10,0,0,0,1,0,300,"tm4",2014-11-29 16:42:00,2014-11-29 17:00:00,"Foraging",31.8,0
27,0,0,0,1,0,300,"tm4",2014-11-29 16:47:00,2014-11-29 17:00:00,"Foraging",31.8,0
57,0,0,0,1,0,300,"tm4",2014-11-29 16:52:00,2014-11-29 17:00:00,"Foraging",31.8,0
28,0,0,0,1,0,300,"tm4",2014-11-29 16:57:00,2014-11-29 17:00:00,"Foraging",31.8,0
40,0,0,0,1,0,300,"tm4",2014-11-29 17:02:00,2014-11-29 17:00:00,"Foraging",31.8,0
64,0,0,0,1,0,300,"tm4",2014-11-29 17:07:00,2014-11-29 17:00:00,"Foraging",31.8,0
23,0,0,0,1,0,360,"tm4",2014-11-29 17:13:00,2014-11-29 17:00:00,"Foraging",31.8,0
12,0,0,0,1,0,180,"tm4",2014-11-29 17:16:00,2014-11-29 17:00:00,"Foraging",31.8,0
43,0,0,0,1,0,300,"tm4",2014-11-29 17:21:00,2014-11-29 17:00:00,"Foraging",31.8,0
33,0,0,0,1,0,300,"tm4",2014-11-29 17:26:00,2014-11-29 17:00:00,"Foraging",31.8,0
161,0,0,0,1,0,300,"tm4",2014-11-29 17:31:00,2014-11-29 18:00:00,"Transit",26.6,4.2
40,0,0,0,1,0,900,"tm4",2014-11-29 17:46:00,2014-11-29 18:00:00,"Transit",26.6,4.2
38,0,0,0,1,0,300,"tm4",2014-11-29 17:51:00,2014-11-29 18:00:00,"Transit",26.6,4.2
147,0,0,0,1,0,240,"tm4",2014-11-29 17:55:00,2014-11-29 18:00:00,"Transit",26.6,4.2
47,0,0,0,1,0,1140,"tm4",2014-11-29 18:14:00,2014-11-29 18:00:00,"Transit",26.6,4.2
35,0,0,0,1,0,300,"tm4",2014-11-29 18:19:00,2014-11-29 18:00:00,"Transit",26.6,4.2
39,0,0,0,1,0,360,"tm4",2014-11-29 18:25:00,2014-11-29 18:00:00,"Foraging",26.6,4.2
18,0,0,0,1,0,180,"tm4",2014-11-29 18:28:00,2014-11-29 18:00:00,"Foraging",26.6,4.2
48,0,0,0,1,0,300,"tm4",2014-11-29 18:33:00,2014-11-29 19:00:00,"Foraging",29.9,1
23,0,0,0,1,0,300,"tm4",2014-11-29 18:38:00,2014-11-29 19:00:00,"Foraging",29.9,1
62,0,0,0,1,0,300,"tm4",2014-11-29 18:43:00,2014-11-29 19:00:00,"Foraging",29.9,1
64,0,0,0,1,0,300,"tm4",2014-11-29 18:48:00,2014-11-29 19:00:00,"Foraging",29.9,1
32,0,0,0,1,0,300,"tm4",2014-11-29 18:53:00,2014-11-29 19:00:00,"Foraging",29.9,1
28,0,0,0,1,0,360,"tm4",2014-11-29 18:59:00,2014-11-29 19:00:00,"Foraging",29.9,1
20,0,0,0,1,0,180,"tm4",2014-11-29 19:02:00,2014-11-29 19:00:00,"Foraging",29.9,1
33,0,0,0,1,0,300,"tm4",2014-11-29 19:07:00,2014-11-29 19:00:00,"Foraging",29.9,1
26,0,0,0,1,0,300,"tm4",2014-11-29 19:12:00,2014-11-29 19:00:00,"Foraging",29.9,1
31,0,0,0,1,0,300,"tm4",2014-11-29 19:17:00,2014-11-29 19:00:00,"Foraging",29.9,1
50,0,0,0,1,0,300,"tm4",2014-11-29 19:22:00,2014-11-29 19:00:00,"Foraging",29.9,1
279,0,0,0,1,0,300,"tm4",2014-11-29 19:27:00,2014-11-29 19:00:00,"Transit",29.9,1
34,0,0,0,1,0,3840,"tm4",2014-11-29 20:31:00,2014-11-29 21:00:00,"Foraging",30.3,0
19,0,0,0,1,0,360,"tm4",2014-11-29 20:37:00,2014-11-29 21:00:00,"Foraging",30.3,0
33,0,0,0,1,0,180,"tm4",2014-11-29 20:40:00,2014-11-29 21:00:00,"Transit",30.3,0
145,0,0,0,1,0,300,"tm4",2014-11-29 20:45:00,2014-11-29 21:00:00,"Transit",30.3,0
106,0,0,0,1,0,4440,"tm4",2014-11-29 21:59:00,2014-11-29 22:00:00,"Transit",29.3,0
42,0,0,0,1,0,1080,"tm4",2014-11-29 22:17:00,2014-11-29 22:00:00,"Transit",29.3,0
39,0,0,0,1,0,300,"tm4",2014-11-29 22:22:00,2014-11-29 22:00:00,"Transit",29.3,0
29,0,0,0,1,0,300,"tm4",2014-11-29 22:27:00,2014-11-29 22:00:00,"Foraging",29.3,0
43,0,0,0,1,0,300,"tm4",2014-11-29 22:32:00,2014-11-29 23:00:00,"Foraging",28.9,0
1,0,0,0,1,0,300,"tm4",2014-11-29 22:37:00,2014-11-29 23:00:00,"Burrow",28.9,0
2,0,0,0,1,0,300,"tm4",2014-11-29 22:42:00,2014-11-29 23:00:00,"Burrow",28.9,0
2,0,0,0,1,0,300,"tm4",2014-11-29 22:47:00,2014-11-29 23:00:00,"Burrow",28.9,0
2,0,0,0,1,0,300,"tm4",2014-11-29 22:52:00,2014-11-29 23:00:00,"Burrow",28.9,0
2,0,0,0,1,0,54540,"tm4",2014-11-30 14:01:00,2014-11-30 14:00:00,"Burrow",31.8,0
2,0,0,0,1,0,300,"tm4",2014-11-30 14:06:00,2014-11-30 14:00:00,"Burrow",31.8,0
3,0,0,0,1,0,300,"tm4",2014-11-30 14:11:00,2014-11-30 14:00:00,"Burrow",31.8,0
2,0,0,0,1,0,300,"tm4",2014-11-30 14:16:00,2014-11-30 14:00:00,"Burrow",31.8,0
3,0,0,0,1,0,300,"tm4",2014-11-30 14:21:00,2014-11-30 14:00:00,"Burrow",31.8,0
1,0,0,0,1,0,300,"tm4",2014-11-30 14:26:00,2014-11-30 14:00:00,"Burrow",31.8,0
2,0,0,0,1,0,300,"tm4",2014-11-30 14:31:00,2014-11-30 15:00:00,"Burrow",32.8,0
1,0,0,0,1,0,300,"tm4",2014-11-30 14:36:00,2014-11-30 15:00:00,"Burrow",32.8,0
2,0,0,0,1,0,300,"tm4",2014-11-30 14:41:00,2014-11-30 15:00:00,"Burrow",32.8,0
82,0,0,0,1,0,4080,"tm4",2014-11-30 15:49:00,2014-11-30 16:00:00,"Transit",33.3,0
14,0,0,0,1,0,300,"tm4",2014-11-30 15:54:00,2014-11-30 16:00:00,"Foraging",33.3,0
88,0,0,0,1,0,1920,"tm4",2014-11-30 16:26:00,2014-11-30 16:00:00,"Foraging",33.3,0
33,0,0,0,1,0,240,"tm4",2014-11-30 16:30:00,2014-11-30 17:00:00,"Foraging",34.5,0
52,0,0,0,1,0,1740,"tm4",2014-11-30 16:59:00,2014-11-30 17:00:00,"Foraging",34.5,0
80,0,0,0,1,0,180,"tm4",2014-11-30 17:02:00,2014-11-30 17:00:00,"Foraging",34.5,0
15,0,0,0,1,0,300,"tm4",2014-11-30 17:07:00,2014-11-30 17:00:00,"Foraging",34.5,0
10,0,0,0,1,0,300,"tm4",2014-11-30 17:12:00,2014-11-30 17:00:00,"Foraging",34.5,0
5,0,0,0,1,0,300,"tm4",2014-11-30 17:17:00,2014-11-30 17:00:00,"Foraging",34.5,0
11,0,0,0,1,0,300,"tm4",2014-11-30 17:22:00,2014-11-30 17:00:00,"Foraging",34.5,0
6,0,0,0,1,0,300,"tm4",2014-11-30 17:27:00,2014-11-30 17:00:00,"Foraging",34.5,0
51,0,0,0,1,0,360,"tm4",2014-11-30 17:33:00,2014-11-30 18:00:00,"Foraging",33.6,0
9,0,0,0,1,0,180,"tm4",2014-11-30 17:36:00,2014-11-30 18:00:00,"Foraging",33.6,0
8,0,0,0,1,0,300,"tm4",2014-11-30 17:41:00,2014-11-30 18:00:00,"Foraging",33.6,0
24,0,0,0,1,0,300,"tm4",2014-11-30 17:46:00,2014-11-30 18:00:00,"Foraging",33.6,0
67,0,0,0,1,0,300,"tm4",2014-11-30 17:51:00,2014-11-30 18:00:00,"Foraging",33.6,0
107,0,0,0,1,0,240,"tm4",2014-11-30 17:55:00,2014-11-30 18:00:00,"Transit",33.6,0
60,0,0,0,1,0,900,"tm4",2014-11-30 18:10:00,2014-11-30 18:00:00,"Foraging",33.6,0
43,0,0,0,1,0,300,"tm4",2014-11-30 18:15:00,2014-11-30 18:00:00,"Foraging",33.6,0
32,0,0,0,1,0,300,"tm4",2014-11-30 18:20:00,2014-11-30 18:00:00,"Foraging",33.6,0
46,0,0,0,1,0,300,"tm4",2014-11-30 18:25:00,2014-11-30 18:00:00,"Foraging",33.6,0
44,0,0,0,1,0,360,"tm4",2014-11-30 18:31:00,2014-11-30 19:00:00,"Foraging",32.6,0.2
33,0,0,0,1,0,180,"tm4",2014-11-30 18:34:00,2014-11-30 19:00:00,"Foraging",32.6,0.2
71,0,0,0,1,0,300,"tm4",2014-11-30 18:39:00,2014-11-30 19:00:00,"Foraging",32.6,0.2
59,0,0,0,1,0,300,"tm4",2014-11-30 18:44:00,2014-11-30 19:00:00,"Foraging",32.6,0.2
50,0,0,0,1,0,360,"tm4",2014-11-30 18:50:00,2014-11-30 19:00:00,"Foraging",32.6,0.2
18,0,0,0,1,0,900,"tm4",2014-11-30 19:05:00,2014-11-30 19:00:00,"Foraging",32.6,0.2
36,0,0,0,1,0,180,"tm4",2014-11-30 19:08:00,2014-11-30 19:00:00,"Foraging",32.6,0.2
3,0,0,0,1,0,300,"tm4",2014-11-30 19:13:00,2014-11-30 19:00:00,"Foraging",32.6,0.2
8,0,0,0,1,0,300,"tm4",2014-11-30 19:18:00,2014-11-30 19:00:00,"Foraging",32.6,0.2
25,0,0,0,1,0,300,"tm4",2014-11-30 19:23:00,2014-11-30 19:00:00,"Foraging",32.6,0.2
50,0,0,0,1,0,360,"tm4",2014-11-30 19:29:00,2014-11-30 19:00:00,"Foraging",32.6,0.2
15,0,0,0,1,0,180,"tm4",2014-11-30 19:32:00,2014-11-30 20:00:00,"Foraging",33.5,0
21,0,0,0,1,0,300,"tm4",2014-11-30 19:37:00,2014-11-30 20:00:00,"Foraging",33.5,0
11,0,0,0,1,0,300,"tm4",2014-11-30 19:42:00,2014-11-30 20:00:00,"Foraging",33.5,0
20,0,0,0,1,0,300,"tm4",2014-11-30 19:47:00,2014-11-30 20:00:00,"Foraging",33.5,0
17,0,0,0,1,0,240,"tm4",2014-11-30 19:51:00,2014-11-30 20:00:00,"Foraging",33.5,0
6,0,0,0,1,0,360,"tm4",2014-11-30 19:57:00,2014-11-30 20:00:00,"Foraging",33.5,0
15,0,0,0,1,0,900,"tm4",2014-11-30 20:12:00,2014-11-30 20:00:00,"Foraging",33.5,0
17,0,0,0,1,0,180,"tm4",2014-11-30 20:15:00,2014-11-30 20:00:00,"Foraging",33.5,0
56,0,0,0,1,0,300,"tm4",2014-11-30 20:20:00,2014-11-30 20:00:00,"Foraging",33.5,0
50,0,0,0,1,0,840,"tm4",2014-11-30 20:34:00,2014-11-30 21:00:00,"Foraging",33.2,0
43,0,0,0,1,0,300,"tm4",2014-11-30 20:39:00,2014-11-30 21:00:00,"Foraging",33.2,0
30,0,0,0,1,0,300,"tm4",2014-11-30 20:44:00,2014-11-30 21:00:00,"Foraging",33.2,0
