"n","ndvi","X1","X3","X4","X5","X7","dt","id","date","date.round","state","t.ar","rain"
3,0.843501317829001,0,1,0,0,0,300,"tm8",2015-03-19 22:53:00,2015-03-19 23:00:00,"Foraging",29.5,0
2,0.850831172139439,0,1,0,0,0,300,"tm8",2015-03-19 22:58:00,2015-03-19 23:00:00,"Foraging",29.5,0
4,0.851449523808754,0,1,0,0,0,300,"tm8",2015-03-19 23:03:00,2015-03-19 23:00:00,"Foraging",29.5,0
12,0.843446770918433,0,1,0,0,0,240,"tm8",2015-03-19 23:07:00,2015-03-19 23:00:00,"Transit",29.5,0
19,0.821779487558518,0,0.789473684210526,0,0,0.210526315789474,77100,"tm8",2015-03-20 20:32:00,2015-03-20 21:00:00,"Transit",33.1,0
1,0.846526397858649,0,1,0,0,0,9540,"tm8",2015-03-20 23:11:00,2015-03-20 23:00:00,"Foraging",29.7,0
3,0.843160736602115,0,1,0,0,0,300,"tm8",2015-03-20 23:16:00,2015-03-20 23:00:00,"Foraging",29.7,0
2,0.841477905973848,0,1,0,0,0,300,"tm8",2015-03-20 23:21:00,2015-03-20 23:00:00,"Foraging",29.7,0
1,0.839476941033005,0,1,0,0,0,300,"tm8",2015-03-20 23:26:00,2015-03-20 23:00:00,"Foraging",29.7,0
2,0.841477905973848,0,1,0,0,0,300,"tm8",2015-03-20 23:31:00,2015-03-21 00:00:00,"Foraging",29.6,0
2,0.843393420374396,0,1,0,0,0,300,"tm8",2015-03-20 23:36:00,2015-03-21 00:00:00,"Foraging",29.6,0
20,0.81856311725214,0,0.9,0,0,0.1,360,"tm8",2015-03-20 23:42:00,2015-03-21 00:00:00,"Transit",29.6,0
3,0.687314179716332,0,0.666666666666667,0,0,0.333333333333333,7560,"tm8",2015-03-21 01:48:00,2015-03-21 02:00:00,"Foraging",26.9,0
2,0.651281588430894,0,0.5,0,0,0.5,180,"tm8",2015-03-21 01:51:00,2015-03-21 02:00:00,"Foraging",26.9,0
2,0.692769518828487,0,0.5,0,0,0.5,300,"tm8",2015-03-21 01:56:00,2015-03-21 02:00:00,"Foraging",26.9,0
2,0.753237131052483,0,1,0,0,0,300,"tm8",2015-03-21 02:01:00,2015-03-21 02:00:00,"Foraging",26.9,0
1,0.75238953925282,0,1,0,0,0,360,"tm8",2015-03-21 02:07:00,2015-03-21 02:00:00,"Foraging",26.9,0
1,0.75238953925282,0,1,0,0,0,180,"tm8",2015-03-21 02:10:00,2015-03-21 02:00:00,"Foraging",26.9,0
2,0.707831421001646,0,0.5,0,0,0.5,300,"tm8",2015-03-21 02:15:00,2015-03-21 02:00:00,"Foraging",26.9,0
1,0.663273302750472,0,0,0,0,1,300,"tm8",2015-03-21 02:20:00,2015-03-21 02:00:00,"Foraging",26.9,0
1,0.663273302750472,0,0,0,0,1,300,"tm8",2015-03-21 02:25:00,2015-03-21 02:00:00,"Foraging",26.9,0
2,0.707831421001646,0,0.5,0,0,0.5,300,"tm8",2015-03-21 02:30:00,2015-03-21 03:00:00,"Foraging",27.5,0
2,0.753237131052483,0,1,0,0,0,360,"tm8",2015-03-21 02:36:00,2015-03-21 03:00:00,"Foraging",27.5,0
6,0.825542744176368,0,1,0,0,0,1860,"tm8",2015-03-21 03:07:00,2015-03-21 03:00:00,"Foraging",27.5,0
1,0.839802773796317,0,1,0,0,0,1920,"tm8",2015-03-21 03:39:00,2015-03-21 04:00:00,"Foraging",26.5,0
2,0.84097108322033,0,1,0,0,0,300,"tm8",2015-03-21 03:44:00,2015-03-21 04:00:00,"Foraging",26.5,0
3,0.841362436166859,0,1,0,0,0,300,"tm8",2015-03-21 03:49:00,2015-03-21 04:00:00,"Foraging",26.5,0
8,0.845836701324532,0,1,0,0,0,300,"tm8",2015-03-21 03:54:00,2015-03-21 04:00:00,"Transit",26.5,0
1,0.845068603589067,0,1,0,0,0,3420,"tm8",2015-03-21 04:51:00,2015-03-21 05:00:00,"Transit",26.4,0
13,0.833021707645974,0,0.923076923076923,0,0,0.0769230769230769,120,"tm8",2015-03-21 04:53:00,2015-03-21 05:00:00,"Transit",26.4,0
1,0.751601720029206,0,0,0,0,1,49620,"tm8",2015-03-21 18:40:00,2015-03-21 19:00:00,"Burrow",33.5,0
1,0.751601720029206,0,0,0,0,1,360,"tm8",2015-03-21 18:46:00,2015-03-21 19:00:00,"Burrow",33.5,0
1,0.751601720029206,0,0,0,0,1,180,"tm8",2015-03-21 18:49:00,2015-03-21 19:00:00,"Burrow",33.5,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 18:54:00,2015-03-21 19:00:00,"Burrow",33.5,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 18:59:00,2015-03-21 19:00:00,"Burrow",33.5,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 19:04:00,2015-03-21 19:00:00,"Burrow",33.5,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 19:09:00,2015-03-21 19:00:00,"Burrow",33.5,0
1,0.751601720029206,0,0,0,0,1,360,"tm8",2015-03-21 19:15:00,2015-03-21 19:00:00,"Burrow",33.5,0
1,0.751601720029206,0,0,0,0,1,180,"tm8",2015-03-21 19:18:00,2015-03-21 19:00:00,"Burrow",33.5,0
1,0.751601720029206,0,0,0,0,1,2640,"tm8",2015-03-21 20:02:00,2015-03-21 20:00:00,"Burrow",32.9,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 20:07:00,2015-03-21 20:00:00,"Burrow",32.9,0
1,0.751601720029206,0,0,0,0,1,360,"tm8",2015-03-21 20:13:00,2015-03-21 20:00:00,"Burrow",32.9,0
1,0.751601720029206,0,0,0,0,1,180,"tm8",2015-03-21 20:16:00,2015-03-21 20:00:00,"Burrow",32.9,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 20:21:00,2015-03-21 20:00:00,"Burrow",32.9,0
1,0.751601720029206,0,0,0,0,1,240,"tm8",2015-03-21 20:25:00,2015-03-21 20:00:00,"Burrow",32.9,0
1,0.751601720029206,0,0,0,0,1,360,"tm8",2015-03-21 20:31:00,2015-03-21 21:00:00,"Burrow",32.3,0
1,0.751601720029206,0,0,0,0,1,480,"tm8",2015-03-21 20:39:00,2015-03-21 21:00:00,"Burrow",32.3,0
1,0.751601720029206,0,0,0,0,1,180,"tm8",2015-03-21 20:42:00,2015-03-21 21:00:00,"Burrow",32.3,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 20:47:00,2015-03-21 21:00:00,"Burrow",32.3,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 20:52:00,2015-03-21 21:00:00,"Burrow",32.3,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 20:57:00,2015-03-21 21:00:00,"Burrow",32.3,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 21:02:00,2015-03-21 21:00:00,"Burrow",32.3,0
1,0.751601720029206,0,0,0,0,1,360,"tm8",2015-03-21 21:08:00,2015-03-21 21:00:00,"Burrow",32.3,0
1,0.751601720029206,0,0,0,0,1,180,"tm8",2015-03-21 21:11:00,2015-03-21 21:00:00,"Burrow",32.3,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 21:16:00,2015-03-21 21:00:00,"Burrow",32.3,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 21:21:00,2015-03-21 21:00:00,"Burrow",32.3,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 21:26:00,2015-03-21 21:00:00,"Burrow",32.3,0
1,0.751601720029206,0,0,0,0,1,960,"tm8",2015-03-21 21:42:00,2015-03-21 22:00:00,"Burrow",31.5,0
1,0.751601720029206,0,0,0,0,1,180,"tm8",2015-03-21 21:45:00,2015-03-21 22:00:00,"Burrow",31.5,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 21:50:00,2015-03-21 22:00:00,"Burrow",31.5,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 21:55:00,2015-03-21 22:00:00,"Burrow",31.5,0
1,0.751601720029206,0,0,0,0,1,240,"tm8",2015-03-21 21:59:00,2015-03-21 22:00:00,"Burrow",31.5,0
1,0.751601720029206,0,0,0,0,1,420,"tm8",2015-03-21 22:06:00,2015-03-21 22:00:00,"Burrow",31.5,0
1,0.751601720029206,0,0,0,0,1,1560,"tm8",2015-03-21 22:32:00,2015-03-21 23:00:00,"Burrow",30.4,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 22:37:00,2015-03-21 23:00:00,"Burrow",30.4,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 22:42:00,2015-03-21 23:00:00,"Burrow",30.4,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 22:47:00,2015-03-21 23:00:00,"Burrow",30.4,0
1,0.751601720029206,0,0,0,0,1,360,"tm8",2015-03-21 22:53:00,2015-03-21 23:00:00,"Burrow",30.4,0
1,0.751601720029206,0,0,0,0,1,180,"tm8",2015-03-21 22:56:00,2015-03-21 23:00:00,"Burrow",30.4,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 23:01:00,2015-03-21 23:00:00,"Burrow",30.4,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 23:06:00,2015-03-21 23:00:00,"Burrow",30.4,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 23:11:00,2015-03-21 23:00:00,"Burrow",30.4,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 23:16:00,2015-03-21 23:00:00,"Burrow",30.4,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 23:21:00,2015-03-21 23:00:00,"Burrow",30.4,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 23:26:00,2015-03-21 23:00:00,"Burrow",30.4,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-21 23:31:00,2015-03-22 00:00:00,"Burrow",29.5,0
1,0.751601720029206,0,0,0,0,1,360,"tm8",2015-03-21 23:37:00,2015-03-22 00:00:00,"Burrow",29.5,0
3,0.795341026290353,0,0.666666666666667,0,0,0.333333333333333,180,"tm8",2015-03-21 23:40:00,2015-03-22 00:00:00,"Foraging",29.5,0
4,0.83775825219029,0,1,0,0,0,300,"tm8",2015-03-21 23:45:00,2015-03-22 00:00:00,"Foraging",29.5,0
3,0.844281144894419,0,1,0,0,0,960,"tm8",2015-03-22 00:01:00,2015-03-22 00:00:00,"Foraging",29.5,0
4,0.843608049137884,0,1,0,0,0,1320,"tm8",2015-03-22 00:23:00,2015-03-22 00:00:00,"Transit",29.5,0
21,0.822501107658246,0.0476190476190476,0.952380952380952,0,0,0,3120,"tm8",2015-03-22 01:15:00,2015-03-22 01:00:00,"Transit",26.4,0
2,0.656613624235599,0.5,0.5,0,0,0,7200,"tm8",2015-03-22 03:15:00,2015-03-22 03:00:00,"Foraging",25.7,0
1,0.714379037161605,0,1,0,0,0,300,"tm8",2015-03-22 03:20:00,2015-03-22 03:00:00,"Burrow",25.7,0
1,0.714379037161605,0,1,0,0,0,3000,"tm8",2015-03-22 04:10:00,2015-03-22 04:00:00,"Burrow",27.9,0
1,0.714379037161605,0,1,0,0,0,360,"tm8",2015-03-22 04:16:00,2015-03-22 04:00:00,"Burrow",27.9,0
1,0.714379037161605,0,1,0,0,0,780,"tm8",2015-03-22 04:29:00,2015-03-22 04:00:00,"Burrow",27.9,0
1,0.714379037161605,0,1,0,0,0,360,"tm8",2015-03-22 04:35:00,2015-03-22 05:00:00,"Foraging",28,0
2,0.656613624235599,0.5,0.5,0,0,0,180,"tm8",2015-03-22 04:38:00,2015-03-22 05:00:00,"Foraging",28,0
2,0.595403522523057,1,0,0,0,0,300,"tm8",2015-03-22 04:43:00,2015-03-22 05:00:00,"Foraging",28,0
4,0.713337184021077,0.25,0.75,0,0,0,300,"tm8",2015-03-22 04:48:00,2015-03-22 05:00:00,"Foraging",28,0
1,0.815784824982834,0,1,0,0,0,300,"tm8",2015-03-22 04:53:00,2015-03-22 05:00:00,"Foraging",28,0
2,0.822100651468627,0,1,0,0,0,300,"tm8",2015-03-22 04:58:00,2015-03-22 05:00:00,"Foraging",28,0
3,0.830041476946416,0,1,0,0,0,300,"tm8",2015-03-22 05:03:00,2015-03-22 05:00:00,"Foraging",28,0
1,0.827610295649156,0,1,0,0,0,360,"tm8",2015-03-22 05:09:00,2015-03-22 05:00:00,"Foraging",28,0
5,0.837482176311896,0,1,0,0,0,120,"tm8",2015-03-22 05:11:00,2015-03-22 05:00:00,"Transit",28,0
16,0.841780004589067,0,1,0,0,0,1080,"tm8",2015-03-22 05:29:00,2015-03-22 05:00:00,"Transit",28,0
2,0.830894622526603,0,1,0,0,0,4380,"tm8",2015-03-22 06:42:00,2015-03-22 07:00:00,"Foraging",27.2,0
3,0.830324688066974,0,1,0,0,0,180,"tm8",2015-03-22 06:45:00,2015-03-22 07:00:00,"Foraging",27.2,0
2,0.832919826694956,0,1,0,0,0,300,"tm8",2015-03-22 06:50:00,2015-03-22 07:00:00,"Foraging",27.2,0
6,0.834267722830874,0,1,0,0,0,300,"tm8",2015-03-22 06:55:00,2015-03-22 07:00:00,"Transit",27.2,0
1,0.81785397494897,0,1,0,0,0,660,"tm8",2015-03-22 07:06:00,2015-03-22 07:00:00,"Burrow",27.2,0
1,0.81785397494897,0,1,0,0,0,59520,"tm8",2015-03-22 23:38:00,2015-03-23 00:00:00,"Burrow",29.5,0
5,0.770520810253934,0,0.6,0,0,0.4,300,"tm8",2015-03-22 23:43:00,2015-03-23 00:00:00,"Transit",29.5,0
2,0.816035477794469,0,1,0,0,0,300,"tm8",2015-03-22 23:48:00,2015-03-23 00:00:00,"Foraging",29.5,0
2,0.842029288136541,0,1,0,0,0,300,"tm8",2015-03-22 23:53:00,2015-03-23 00:00:00,"Foraging",29.5,0
2,0.84279418557958,0,1,0,0,0,360,"tm8",2015-03-22 23:59:00,2015-03-23 00:00:00,"Foraging",29.5,0
2,0.842923256341621,0,1,0,0,0,180,"tm8",2015-03-23 00:02:00,2015-03-23 00:00:00,"Foraging",29.5,0
2,0.842081371554497,0,1,0,0,0,300,"tm8",2015-03-23 00:07:00,2015-03-23 00:00:00,"Foraging",29.5,0
2,0.840024025367346,0,1,0,0,0,300,"tm8",2015-03-23 00:12:00,2015-03-23 00:00:00,"Foraging",29.5,0
1,0.839568929375469,0,1,0,0,0,300,"tm8",2015-03-23 00:17:00,2015-03-23 00:00:00,"Foraging",29.5,0
1,0.839568929375469,0,1,0,0,0,300,"tm8",2015-03-23 00:22:00,2015-03-23 00:00:00,"Foraging",29.5,0
3,0.845285131167494,0,1,0,0,0,360,"tm8",2015-03-23 00:28:00,2015-03-23 00:00:00,"Transit",29.5,0
3,0.850343870943067,0,1,0,0,0,120,"tm8",2015-03-23 00:30:00,2015-03-23 01:00:00,"Transit",27.4,0
14,0.845856301493475,0,1,0,0,0,420,"tm8",2015-03-23 00:37:00,2015-03-23 01:00:00,"Transit",27.4,0
12,0.829875036308801,0,0.916666666666667,0,0,0.0833333333333333,8100,"tm8",2015-03-23 02:52:00,2015-03-23 03:00:00,"Transit",28,0
1,0.76494756684243,0,0,0,0,1,24480,"tm8",2015-03-23 09:40:00,2015-03-23 10:00:00,"Burrow",25.2,0
1,0.76494756684243,0,0,0,0,1,7980,"tm8",2015-03-23 11:53:00,2015-03-23 12:00:00,"Burrow",27.1,0
1,0.76494756684243,0,0,0,0,1,6420,"tm8",2015-03-23 13:40:00,2015-03-23 14:00:00,"Burrow",30.3,0
1,0.76494756684243,0,0,0,0,1,240,"tm8",2015-03-23 13:44:00,2015-03-23 14:00:00,"Burrow",30.3,0
1,0.76494756684243,0,0,0,0,1,2760,"tm8",2015-03-23 14:30:00,2015-03-23 15:00:00,"Burrow",29.8,0
1,0.76494756684243,0,0,0,0,1,300,"tm8",2015-03-23 14:35:00,2015-03-23 15:00:00,"Burrow",29.8,0
1,0.76494756684243,0,0,0,0,1,300,"tm8",2015-03-23 14:40:00,2015-03-23 15:00:00,"Burrow",29.8,0
1,0.76494756684243,0,0,0,0,1,300,"tm8",2015-03-23 14:45:00,2015-03-23 15:00:00,"Burrow",29.8,0
1,0.76494756684243,0,0,0,0,1,300,"tm8",2015-03-23 14:50:00,2015-03-23 15:00:00,"Burrow",29.8,0
1,0.76494756684243,0,0,0,0,1,1560,"tm8",2015-03-23 15:16:00,2015-03-23 15:00:00,"Burrow",29.8,0
1,0.76494756684243,0,0,0,0,1,300,"tm8",2015-03-23 15:21:00,2015-03-23 15:00:00,"Burrow",29.8,0
1,0.76494756684243,0,0,0,0,1,240,"tm8",2015-03-23 15:25:00,2015-03-23 15:00:00,"Burrow",29.8,0
1,0.76494756684243,0,0,0,0,1,420,"tm8",2015-03-23 15:32:00,2015-03-23 16:00:00,"Burrow",31.2,0
1,0.76494756684243,0,0,0,0,1,300,"tm8",2015-03-23 15:37:00,2015-03-23 16:00:00,"Burrow",31.2,0
1,0.76494756684243,0,0,0,0,1,360,"tm8",2015-03-23 15:43:00,2015-03-23 16:00:00,"Burrow",31.2,0
1,0.76494756684243,0,0,0,0,1,180,"tm8",2015-03-23 15:46:00,2015-03-23 16:00:00,"Burrow",31.2,0
1,0.76494756684243,0,0,0,0,1,240,"tm8",2015-03-23 15:50:00,2015-03-23 16:00:00,"Burrow",31.2,0
1,0.76494756684243,0,0,0,0,1,480,"tm8",2015-03-23 15:58:00,2015-03-23 16:00:00,"Burrow",31.2,0
1,0.76494756684243,0,0,0,0,1,120,"tm8",2015-03-23 16:00:00,2015-03-23 16:00:00,"Burrow",31.2,0
1,0.76494756684243,0,0,0,0,1,420,"tm8",2015-03-23 16:07:00,2015-03-23 16:00:00,"Burrow",31.2,0
1,0.76494756684243,0,0,0,0,1,1380,"tm8",2015-03-23 16:30:00,2015-03-23 17:00:00,"Burrow",32.4,0
1,0.76494756684243,0,0,0,0,1,300,"tm8",2015-03-23 16:35:00,2015-03-23 17:00:00,"Burrow",32.4,0
1,0.76494756684243,0,0,0,0,1,240,"tm8",2015-03-23 16:39:00,2015-03-23 17:00:00,"Burrow",32.4,0
1,0.76494756684243,0,0,0,0,1,900,"tm8",2015-03-23 16:54:00,2015-03-23 17:00:00,"Burrow",32.4,0
1,0.76494756684243,0,0,0,0,1,360,"tm8",2015-03-23 17:00:00,2015-03-23 17:00:00,"Burrow",32.4,0
1,0.76494756684243,0,0,0,0,1,120,"tm8",2015-03-23 17:02:00,2015-03-23 17:00:00,"Burrow",32.4,0
1,0.76494756684243,0,0,0,0,1,360,"tm8",2015-03-23 17:08:00,2015-03-23 17:00:00,"Burrow",32.4,0
5,0.785641127242929,0,0.6,0,0,0.4,420,"tm8",2015-03-23 17:15:00,2015-03-23 17:00:00,"Transit",32.4,0
6,0.779967892707309,0,0.5,0,0,0.5,300,"tm8",2015-03-23 17:20:00,2015-03-23 17:00:00,"Transit",32.4,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 17:25:00,2015-03-23 17:00:00,"Foraging",32.4,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 17:30:00,2015-03-23 18:00:00,"Foraging",32.8,0
1,0.751601720029206,0,0,0,0,1,360,"tm8",2015-03-23 17:36:00,2015-03-23 18:00:00,"Burrow",32.8,0
1,0.751601720029206,0,0,0,0,1,180,"tm8",2015-03-23 17:39:00,2015-03-23 18:00:00,"Burrow",32.8,0
1,0.751601720029206,0,0,0,0,1,1440,"tm8",2015-03-23 18:03:00,2015-03-23 18:00:00,"Burrow",32.8,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 18:08:00,2015-03-23 18:00:00,"Burrow",32.8,0
1,0.751601720029206,0,0,0,0,1,900,"tm8",2015-03-23 18:23:00,2015-03-23 18:00:00,"Burrow",32.8,0
1,0.751601720029206,0,0,0,0,1,360,"tm8",2015-03-23 18:29:00,2015-03-23 18:00:00,"Burrow",32.8,0
1,0.751601720029206,0,0,0,0,1,180,"tm8",2015-03-23 18:32:00,2015-03-23 19:00:00,"Burrow",32.5,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 18:37:00,2015-03-23 19:00:00,"Burrow",32.5,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 18:42:00,2015-03-23 19:00:00,"Burrow",32.5,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 18:47:00,2015-03-23 19:00:00,"Burrow",32.5,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 18:52:00,2015-03-23 19:00:00,"Burrow",32.5,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 18:57:00,2015-03-23 19:00:00,"Burrow",32.5,0
1,0.751601720029206,0,0,0,0,1,960,"tm8",2015-03-23 19:13:00,2015-03-23 19:00:00,"Burrow",32.5,0
1,0.751601720029206,0,0,0,0,1,180,"tm8",2015-03-23 19:16:00,2015-03-23 19:00:00,"Burrow",32.5,0
1,0.751601720029206,0,0,0,0,1,1200,"tm8",2015-03-23 19:36:00,2015-03-23 20:00:00,"Burrow",32.2,0
1,0.751601720029206,0,0,0,0,1,1140,"tm8",2015-03-23 19:55:00,2015-03-23 20:00:00,"Burrow",32.2,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 20:00:00,2015-03-23 20:00:00,"Burrow",32.2,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 20:05:00,2015-03-23 20:00:00,"Burrow",32.2,0
1,0.751601720029206,0,0,0,0,1,840,"tm8",2015-03-23 20:19:00,2015-03-23 20:00:00,"Burrow",32.2,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 20:24:00,2015-03-23 20:00:00,"Burrow",32.2,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 20:29:00,2015-03-23 20:00:00,"Burrow",32.2,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 20:34:00,2015-03-23 21:00:00,"Burrow",31,0
1,0.751601720029206,0,0,0,0,1,360,"tm8",2015-03-23 20:40:00,2015-03-23 21:00:00,"Burrow",31,0
1,0.751601720029206,0,0,0,0,1,180,"tm8",2015-03-23 20:43:00,2015-03-23 21:00:00,"Burrow",31,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 20:48:00,2015-03-23 21:00:00,"Burrow",31,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 20:53:00,2015-03-23 21:00:00,"Burrow",31,0
1,0.751601720029206,0,0,0,0,1,240,"tm8",2015-03-23 20:57:00,2015-03-23 21:00:00,"Burrow",31,0
1,0.751601720029206,0,0,0,0,1,420,"tm8",2015-03-23 21:04:00,2015-03-23 21:00:00,"Burrow",31,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 21:09:00,2015-03-23 21:00:00,"Burrow",31,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 21:14:00,2015-03-23 21:00:00,"Burrow",31,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 21:19:00,2015-03-23 21:00:00,"Burrow",31,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 21:24:00,2015-03-23 21:00:00,"Burrow",31,0
1,0.751601720029206,0,0,0,0,1,360,"tm8",2015-03-23 21:30:00,2015-03-23 22:00:00,"Burrow",29.6,0
1,0.751601720029206,0,0,0,0,1,180,"tm8",2015-03-23 21:33:00,2015-03-23 22:00:00,"Burrow",29.6,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 21:38:00,2015-03-23 22:00:00,"Burrow",29.6,0
1,0.751601720029206,0,0,0,0,1,1440,"tm8",2015-03-23 22:02:00,2015-03-23 22:00:00,"Burrow",29.6,0
1,0.751601720029206,0,0,0,0,1,360,"tm8",2015-03-23 22:08:00,2015-03-23 22:00:00,"Burrow",29.6,0
1,0.751601720029206,0,0,0,0,1,360,"tm8",2015-03-23 22:14:00,2015-03-23 22:00:00,"Burrow",29.6,0
1,0.751601720029206,0,0,0,0,1,840,"tm8",2015-03-23 22:28:00,2015-03-23 22:00:00,"Burrow",29.6,0
1,0.751601720029206,0,0,0,0,1,1980,"tm8",2015-03-23 23:01:00,2015-03-23 23:00:00,"Burrow",28.5,0
1,0.751601720029206,0,0,0,0,1,420,"tm8",2015-03-23 23:08:00,2015-03-23 23:00:00,"Burrow",28.5,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 23:13:00,2015-03-23 23:00:00,"Burrow",28.5,0
1,0.751601720029206,0,0,0,0,1,360,"tm8",2015-03-23 23:19:00,2015-03-23 23:00:00,"Burrow",28.5,0
1,0.751601720029206,0,0,0,0,1,180,"tm8",2015-03-23 23:22:00,2015-03-23 23:00:00,"Burrow",28.5,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 23:27:00,2015-03-23 23:00:00,"Burrow",28.5,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-23 23:32:00,2015-03-24 00:00:00,"Burrow",28.1,0
6,0.815299030876542,0,0.833333333333333,0,0,0.166666666666667,300,"tm8",2015-03-23 23:37:00,2015-03-24 00:00:00,"Transit",28.1,0
7,0.809865003094145,0,0.714285714285714,0,0,0.285714285714286,300,"tm8",2015-03-23 23:42:00,2015-03-24 00:00:00,"Transit",28.1,0
2,0.82291275785249,0,1,0,0,0,360,"tm8",2015-03-23 23:48:00,2015-03-24 00:00:00,"Foraging",28.1,0
1,0.828687829607903,0,1,0,0,0,180,"tm8",2015-03-23 23:51:00,2015-03-24 00:00:00,"Foraging",28.1,0
2,0.796817698225167,0,0.5,0,0,0.5,300,"tm8",2015-03-23 23:56:00,2015-03-24 00:00:00,"Foraging",28.1,0
2,0.758274643435818,0,0,0,0,1,300,"tm8",2015-03-24 00:01:00,2015-03-24 00:00:00,"Foraging",28.1,0
1,0.751601720029206,0,0,0,0,1,300,"tm8",2015-03-24 00:06:00,2015-03-24 00:00:00,"Foraging",28.1,0
2,0.784369703063142,0,0.5,0,0,0.5,360,"tm8",2015-03-24 00:12:00,2015-03-24 00:00:00,"Foraging",28.1,0
2,0.829497452398702,0,1,0,0,0,180,"tm8",2015-03-24 00:15:00,2015-03-24 00:00:00,"Foraging",28.1,0
3,0.844138544491874,0,1,0,0,0,300,"tm8",2015-03-24 00:20:00,2015-03-24 00:00:00,"Foraging",28.1,0
2,0.843918839080134,0,1,0,0,0,300,"tm8",2015-03-24 00:25:00,2015-03-24 00:00:00,"Foraging",28.1,0
2,0.843053832398079,0,1,0,0,0,300,"tm8",2015-03-24 00:30:00,2015-03-24 01:00:00,"Foraging",27.1,0
2,0.844826256721084,0,1,0,0,0,360,"tm8",2015-03-24 00:36:00,2015-03-24 01:00:00,"Foraging",27.1,0
1,0.846735769887099,0,1,0,0,0,180,"tm8",2015-03-24 00:39:00,2015-03-24 01:00:00,"Foraging",27.1,0
2,0.845579230995377,0,1,0,0,0,300,"tm8",2015-03-24 00:44:00,2015-03-24 01:00:00,"Foraging",27.1,0
3,0.841830194229395,0,1,0,0,0,300,"tm8",2015-03-24 00:49:00,2015-03-24 01:00:00,"Transit",27.1,0
2,0.838013293155269,0,1,0,0,0,300,"tm8",2015-03-24 00:54:00,2015-03-24 01:00:00,"Transit",27.1,0
5,0.845897029454932,0,1,0,0,0,300,"tm8",2015-03-24 00:59:00,2015-03-24 01:00:00,"Transit",27.1,0
2,0.852347525652262,0,1,0,0,0,360,"tm8",2015-03-24 01:05:00,2015-03-24 01:00:00,"Transit",27.1,0
4,0.849382885594086,0,1,0,0,0,120,"tm8",2015-03-24 01:07:00,2015-03-24 01:00:00,"Transit",27.1,0
